Dragon Ball Z: Budokai HD Collection remaster of Budokai & Budokai 3,Luta,Spike,Namco Bandai Games,2 de novembro de 2010,24 de outubro de 2010,11 de novembro de 2010,22 de novembro de 2013
Dragon's Dogma,"RPG de ação, Mundo aberto",Capcom,Capcom,25 de maio de 2012,24 de maio de 2012,24 de maio de 2012,22 de novembro de 2013
Dragon's Dogma: Dark Arisen,"RPG de ação, Mundo aberto",Capcom,Capcom,23 de abril de 2013,23 de abril de 2013,23 de abril de 2013,22 de novembro de 2013
Dream Club,Simulação,Tamsoft,D3 Publisher,Não lançado,Não lançado,27 de agosto de 2009,Não lançado
Dream Club Zero,Simulação,Tamsoft,D3 Publisher,Não lançado,Não lançado,27 de janeiro de 2011,Não lançado
Dreamcast Collection,Compilação,Sega,Sega,22 de fevereiro de 2011,25 de fevereiro de 2011,Não lançado,22 de novembro de 2013
DreamWorks Super Star Kartz,Corrida,High Impact Games,Activision,15 de novembro de 2011,18 de novembro de 2011,Não lançado,22 de novembro de 2013
Driver: San Francisco,"Corrida, Mundo aberto",Ubisoft Reflections,Ubisoft,6 de setembro de 2011,2 de setembro de 2011,10 de novembro de 2011,22 de novembro de 2013
DuckTales: Remastered,Plataforma,WayForward Technologies,Capcom,12 de novembro de 2013,12 de novembro de 2013,Não lançado,22 de novembro de 2013
Duke Nukem Forever,Tiro em primeira pessoa,Gearbox Software,2K Games,14 de junho de 2011,10 de junho de 2011,10 de junho de 2011,22 de novembro de 2013
Dunamis 15,"Aventura, Romance visual",5pb.,5pb.,Não lançado,Não lançado,15 de setembro de 2011,Não lançado
Dungeon Siege III,RPG de ação,Obsidian Entertainment,Square Enix,21 de junho de 2011,17 de junho de 2011,28 de julho de 2011,22 de novembro de 2013
Dynasty Warriors 5 Empires,"Hack and slash, RPG Tático",Omega Force,Koei,28 de março de 2006,23 de junho de 2006,23 de março de 2006,22 de novembro de 2013
Dynasty Warriors 6,"Hack and slash, RPG Tático",Omega Force,Koei,19 de fevereiro de 2008,7 de março de 2008,11 de novembro de 2007,22 de novembro de 2013
Dynasty Warriors 6 Empires,"Hack and slash, RPG Tático",Omega Force,Koei,16 de junho de 2009,26 de junho de 2009,29 de janeiro de 2009,22 de novembro de 2013
Dynasty Warriors 7,"Hack and slash, RPG Tático",Omega Force,Koei,25 de março de 2011,25 de março de 2011,25 de março de 2011,22 de novembro de 2013
Dynasty Warriors 8,"Hack and slash, RPG Tático",Omega Force,Koei,16 de julho de 2013,19 de julho de 2013,28 de fevereiro de 2013,22 de novembro de 2013
Dynasty Warriors: Gundam 2[nota 14],"Hack and slash, RPG Tático",Omega Force,"Namco Bandai, KoeiEU",21 de abril de 2009,24 de abril de 2009,18 de dezembro de 2008,22 de novembro de 2013
Dynasty Warriors: Gundam 3[nota 15],"Hack and slash, RPG Tático","Koei, Omega Force","Namco Bandai, KoeiEU",28 de junho de 2011,1 de julho de 2011,16 de dezembro de 2010,22 de novembro de 2013
Dynasty Warriors: Gundam[nota 16],"Hack and slash, RPG Tático","Koei, Omega Force","Namco Bandai, KoeiEU",28 de agosto de 2007,9 de novembro de 2007,1 de março de 2007,22 de novembro de 2013
Dynasty Warriors: Strikeforce[nota 17],"Hack and slash, RPG Tático",Koei,Koei,16 de fevereiro de 2010,19 de fevereiro de 2010,1 de outubro de 2009,22 de novembro de 2013
EA Sports MMA,Esportes,EA Tiburon,EA Sports,19 de outubro de 2010,19 de outubro de 2010,19 de outubro de 2010,22 de novembro de 2013
Earth Defense Force 2017,Tiro em terceira pessoa,Sandlot,D3 Publisher,20 de março de 2007,20 de março de 2007,14 de dezembro de 2006,22 de novembro de 2013
Earth Defense Force 2025,Tiro em terceira pessoa,Sandlot,D3 Publisher,18 de fevereiro de 2014,21 de fevereiro de 2014,4 de julho de 2013,22 de novembro de 2013
Earth Defense Force: Insect Armageddon,Tiro em terceira pessoa,Vicious Cycle Software,D3 Publisher,5 de julho de 2011,22 de julho de 2011,7 de julho de 2011,22 de novembro de 2013
Eat Lead: The Return of Matt Hazard,Tiro em terceira pessoa,Vicious Cycle Software,D3 Publisher,26 de fevereiro de 2009,6 de março de 2009,18 de fevereiro de 2009,22 de novembro de 2013
El Chavo Kart,Corrida,Efecto Studios (along with Slang),Televisa Home Entertainment,21 de fevereiro de 2014,Não lançado,Não lançado,22 de novembro de 2013
El Shaddai: Ascension of the Metatron,Ação,Ignition Tokyo,UTV Ignition Games,16 de agosto de 2011,9 de setembro de 2011,28 de abril de 2011,22 de novembro de 2013
Enchanted Arms[nota 18],RPG eletrônico,From Software,Ubisoft,29 de agosto de 2006,8 de setembro de 2006,12 de janeiro de 2006,22 de novembro de 2013
Enemy Front,Tiro em primeira pessoa,City Interactive,City Interactive,10 de junho de 2014,13 de junho de 2014,13 de junho de 2014,22 de novembro de 2013
Enemy Territory: Quake Wars,Tiro em primeira pessoa,"id Software, Nerve Software",Activision,27 de maio de 2008,30 de maio de 2008,Não lançado,22 de novembro de 2013
Enslaved: Odyssey to the West,"Ação & Aventura, Plataforma",Ninja Theory,Namco Bandai Games,5 de outubro de 2010,8 de outubro de 2010,7 de outubro de 2010,22 de novembro de 2013
Epic Mickey 2: The Power of Two,"Ação & Aventura, Plataforma",Blitz Games,Disney Interactive Studios,18 de novembro de 2012,23 de novembro de 2012,Não lançado,22 de novembro de 2013
Eragon,"Hack and slash, Ação e aventura",Stormfront Studios,Vivendi Games,14 de novembro de 2006,24 de novembro de 2006,Não lançado,22 de novembro de 2013
Escape Dead Island,"Ação, Survival Horror, Stealth",Fatshark,Deep Silver,18 de novembro de 2014,21 de novembro de 2014,28 de novembro de 2014,22 de novembro de 2013
Espgaluda II,Shoot 'em up,Cave,Cave,Não lançado,Não lançado,25 de fevereiro de 2010,22 de novembro de 2013
Eternal Sonata,RPG eletrônico,Tri-Crescendo,Namco Bandai Games,17 de setembro de 2007,19 de outubro de 2007,14 de junho de 2007,22 de novembro de 2013
Ever17,"Romance visual, Simulação",5pb.,5pb.,Não lançado,Não lançado,1 de dezembro de 2011,22 de novembro de 2013
Everyone Sing,Jogo em grupo,Oxygen Games,Oxygen Games,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
F.E.A.R.,"Tiro em primeira pessoa, Survival horror",Wargaming Chicago-Baltimore,Vivendi Games,31 de outubro de 2006,10 de novembro de 2006,Não lançado,22 de novembro de 2013
F.E.A.R. 2: Project Origin,"Tiro em primeira pessoa, Survival horror",Monolith Productions,Warner Bros. Interactive Entertainment,10 de fevereiro de 2009,13 de fevereiro de 2009,Não lançado,22 de novembro de 2013
F.E.A.R. 3,"Tiro em primeira pessoa, Survival horror",Wargaming Chicago-Baltimore,Warner Bros. Interactive Entertainment,21 de junho de 2011,24 de junho de 2011,21 de julho de 2011,22 de novembro de 2013
F.E.A.R. Files[nota 19],"Tiro em primeira pessoa, Survival horror",TimeGate Studios,Sierra Entertainment,6 de novembro de 2007,16 de novembro de 2007,Não lançado,22 de novembro de 2013
F1 2010,Corrida,Codemasters,Codemasters,22 de setembro de 2010,23 de setembro de 2010,Não lançado,22 de novembro de 2013
F1 2011,Corrida,Codemasters,Codemasters,20 de setembro de 2011,23 de setembro de 2011,Não lançado,22 de novembro de 2013
F1 2012,Corrida,Codemasters,Codemasters,18 de setembro de 2012,21 de setembro de 2012,Não lançado,22 de novembro de 2013
F1 2013,Corrida,Codemasters,Codemasters,8 de outubro de 2013,4 de outubro de 2013,Não lançado,22 de novembro de 2013
F1 2014,Corrida,Codemasters,Codemasters,21 de outubro de 2014,17 de outubro de 2014,Não lançado,22 de novembro de 2013
F1 Race Stars,Corrida,Codemasters,Codemasters,12 de novembro de 2012,12 de novembro de 2012,Não lançado,22 de novembro de 2013
Fable Anniversary,"RPG de ação, Mundo aberto",Lionhead Studios,Microsoft Game Studios,4 de fevereiro de 2014,7 de fevereiro de 2014,6 de fevereiro de 2014,22 de novembro de 2013
Fable II,"RPG de ação, Mundo aberto",Lionhead Studios,Microsoft Game Studios,21 de outubro de 2008,24 de outubro de 2008,18 de dezembro de 2008,22 de novembro de 2013
Fable III,"RPG de ação, Mundo aberto",Lionhead Studios,Microsoft Game Studios,26 de outubro de 2010,26 de outubro de 2010,26 de outubro de 2010,22 de novembro de 2013
FaceBreaker,Esportes,EA Canada,EA Sports Freestyle,3 de setembro de 2008,5 de setembro de 2008,16 de outubro de 2008,22 de novembro de 2013
Fairytale Fights,"Hack and slash, Ação e aventura",Playlogic Entertainment,Playlogic Entertainment,27 de outubro de 2009,23 de outubro de 2009,Não lançado,22 de novembro de 2013
Falling Skies: The Game,Estratégia,Torus Games,Little Orbit,23 de setembro de 2014,23 de setembro de 2014,Não lançado,22 de novembro de 2013
Fallout 3,"RPG de ação, Mundo aberto",Bethesda Game Studios,Bethesda Softworks,28 de outubro de 2008,31 de outubro de 2008,4 de dezembro de 2008,22 de novembro de 2013
Fallout 3 Game Add-On Pack - Broken Steel and Point Lookout,"RPG de ação, Mundo aberto",Bethesda Game Studios,Bethesda Softworks,27 de agosto de 2009,22 de novembro de 2013,22 de novembro de 2013,22 de novembro de 2013
Fallout 3 Game Add-On Pack - The Pitt and Operation Anchorage,"RPG de ação, Mundo aberto",Bethesda Game Studios,Bethesda Softworks,16 de julho de 2009,22 de novembro de 2013,22 de novembro de 2013,22 de novembro de 2013
Fallout: New Vegas,RPG de ação,Obsidian Entertainment,Bethesda Softworks,19 de outubro de 2010,19 de outubro de 2010,22 de outubro de 2010,21 de outubro de 2010
Family Feud 2012,Trivia,Pipeworks Studios,THQ,18 de outubro de 2012,18 de outubro de 2012,Não lançado,Não lançado
Family Guy: Back to the Multiverse,Ação & Aventura,Heavy Iron Studios,Activision,20 de novembro de 2012,23 de novembro de 2012,21 de novembro de 2012,Não lançado
Fantastic Four: Rise of the Silver Surfer,"Ação & Aventura, Tiro em terceira pessoa",Visual Concepts,2K Games,15 de junho de 2007,15 de junho de 2007,Não lançado,22 de novembro de 2013
Far Cry 2,"Tiro em primeira pessoa, Mundo aberto",Ubisoft Montreal,Ubisoft,21 de outubro de 2008,24 de outubro de 2008,27 de novembro de 2008,22 de novembro de 2013
Far Cry 3,"Tiro em primeira pessoa, Mundo aberto",Ubisoft Montreal,Ubisoft,4 de dezembro de 2012,29 de novembro de 2012,29 de novembro de 2012,22 de novembro de 2013
Far Cry 4,"Tiro em primeira pessoa, Mundo aberto",Ubisoft Montreal,Ubisoft,18 de novembro de 2014,20 de novembro de 2014,21 de novembro de 2014,22 de novembro de 2013
Far Cry Compilation,"Tiro em primeira pessoa, Mundo aberto",Ubisoft Montreal,Ubisoft,2 de novembro de 2014,2 de novembro de 2014,Não lançado,22 de novembro de 2013
Far Cry Instincts Predator,Tiro em primeira pessoa,Ubisoft Montreal,Ubisoft,28 de março de 2006,31 de março de 2006,Não lançado,22 de novembro de 2013
Farming Simulator,Simulação,Giants Software,Focus Home Interactive,6 de setembro de 2013,6 de setembro de 2013,6 de setembro de 2013,22 de novembro de 2013
Farming Simulator 15,Simulação,Giants Software,Focus Home Interactive,19 de maio de 2015,19 de maio de 2015,Não lançado,22 de novembro de 2013
Fast & Furious: Showdown,Corrida,Firebrand Games,Activision,21 de maio de 2013,24 de maio de 2013,22 de maio de 2013,22 de novembro de 2013
Fatal Inertia,Corrida,Stormfront Studios,Vivendi Games,11 de setembro de 2007,14 de setembro de 2007,6 de setembro de 2007,22 de novembro de 2013
FIFA 06: Road to FIFA World Cup,Esportes,EA Canada,EA Sports,22 de novembro de 2005[1],2 de dezembro de 2005,10 de dezembro de 2005,Não lançado
FIFA 07,Esportes,EA Canada,EA Sports,31 de outubro de 2006,27 de outubro de 2006,Não lançado,22 de novembro de 2013
FIFA 08,Esportes,EA Canada,EA Sports,9 de outubro de 2007,28 de setembro de 2007,20 de dezembro de 2007,22 de novembro de 2013
FIFA 09,Esportes,EA Canada,EA Sports,14 de outubro de 2008,3 de outubro de 2008,18 de novembro de 2008,22 de novembro de 2013
FIFA 10,Esportes,EA Canada,EA Sports,20 de outubro de 2009,2 de outubro de 2009,Não lançado,22 de novembro de 2013
FIFA 11,Esportes,EA Canada,EA Sports,28 de setembro de 2010,1 de outubro de 2010,30 de setembro de 2010,22 de novembro de 2013
FIFA 12,Esportes,EA Canada,EA Sports,27 de setembro de 2011,29 de setembro de 2011,Não lançado,22 de novembro de 2013
FIFA 13,Esportes,EA Canada,EA Sports,25 de setembro de 2012,28 de setembro de 2012,Não lançado,22 de novembro de 2013
FIFA 14,Esportes,EA Canada,EA Sports,23 de setembro de 2013,25 de setembro de 2013,Não lançado,22 de novembro de 2013
FIFA 15,Esportes,EA Canada,EA Sports,23 de setembro de 2014,25 de setembro de 2014,Não lançado,22 de novembro de 2013
FIFA 16,Esportes,EA Canada,EA Sports,22 de setembro de 2015,24 de setembro de 2015,Não lançado,22 de novembro de 2013
FIFA 17,Esportes,EA Canada,EA Sports,27 de setembro de 2016,29 de setembro de 2016,Não lançado,22 de novembro de 2013
FIFA 18 Legacy Edition,Esportes,EA Canada,EA Sports,29 de setembro de 2017,29 de setembro de 2017,Não lançado,29 de setembro de 2017
FIFA 19 Legacy Edition,Esportes,EA Canada,EA Sports,28 de setembro de 2018,28 de setembro de 2018,Não lançado,28 de setembro de 2018
FIFA Street,Esportes,EA Canada,EA Sports,13 de março de 2012,16 de março de 2012,Não lançado,22 de novembro de 2013
FIFA Street 3,Esportes,EA Canada,EA Sports BIG,18 de fevereiro de 2008,22 de fevereiro de 2008,5 de junho de 2008,22 de novembro de 2013
Fight Night Champion,Esportes,EA Canada,EA Sports,1 de março de 2011,4 de março de 2011,Não lançado,22 de novembro de 2013
Fight Night Round 3,Esportes,EA Chicago,EA Sports,20 de fevereiro de 2006,10 de março de 2006,30 de março de 2006,22 de novembro de 2013
Fight Night Round 4,Esportes,EA Canada,EA Sports,30 de junho de 2009,26 de junho de 2009,Não lançado,22 de novembro de 2013
Final Fantasy XI: Seekers of Adoulin,MMORPG,Square Enix,Square Enix,26 de março de 2013,26 de março de 2013,26 de março de 2013,22 de novembro de 2013
Final Fantasy XI: Vana'diel Collection 2008,MMORPG,Square Enix,Square Enix,20 de novembro de 2007,23 de novembro de 2007,22 de novembro de 2007,22 de novembro de 2013
Final Fantasy XI: Wings of the Goddess,MMORPG,Square Enix,Square Enix,20 de novembro de 2007,23 de novembro de 2007,22 de novembro de 2007,22 de novembro de 2013
Final Fantasy XI[nota 20],MMORPG,Square Enix,Square Enix,16 de abril de 2006,21 de abril de 2006,20 de abril de 2006,22 de novembro de 2013
Final Fantasy XIII,RPG eletrônico,Square Enix,Square Enix,9 de março de 2010,9 de março de 2010,16 de dezembro de 2010,22 de novembro de 2013
Final Fantasy XIII-2,RPG eletrônico,Square Enix,Square Enix,31 de janeiro de 2012,3 de fevereiro de 2012,15 de dezembro de 2011,22 de novembro de 2013
Fist of the North Star: Ken's Rage 2[nota 21],Beat 'em up,Koei,Tecmo Koei,5 de fevereiro de 2013,8 de fevereiro de 2013,20 de dezembro de 2012,22 de novembro de 2013
Fist of the North Star: Ken's Rage[nota 22],Beat 'em up,Omega Force,Koei,2 de novembro de 2010,5 de novembro de 2010,25 de março de 2010,22 de novembro de 2013
FlatOut: Ultimate Carnage,"Corrida, Combate veicular",Bugbear Entertainment,Empire Interactive,2 de outubro de 2007,22 de junho de 2007,24 de abril de 2008,22 de novembro de 2013
Football Manager 2006,Gestão desportiva,Sports Interactive,Sega Europe,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
Football Manager 2007,Gestão desportiva,Sports Interactive,Sega Europe,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
Football Manager 2008,Gestão desportiva,Sports Interactive,Sega Europe,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
Forza Horizon,"Corrida, Mundo aberto","Playground Games, Turn 10 Studios",Microsoft Studios,23 de outubro de 2012,26 de outubro de 2012,25 de outubro de 2012,22 de novembro de 2013
Forza Horizon 2,"Corrida, Mundo aberto","Sumo Digital, Turn 10 Studios",Microsoft Studios,30 de setembro de 2014,30 de setembro de 2014,30 de setembro de 2014,22 de novembro de 2013
Forza Motorsport 2,Corrida,Turn 10 Studios,Microsoft Game Studios,29 de maio de 2007,8 de junho de 2007,24 de maio de 2007,22 de novembro de 2013
Forza Motorsport 3,Corrida,Turn 10 Studios,Microsoft Game Studios,27 de outubro de 2009,23 de outubro de 2009,22 de outubro de 2009,22 de novembro de 2013
Forza Motorsport 4,Corrida,Turn 10 Studios,Microsoft Studios,11 de outubro de 2011,14 de outubro de 2011,20 de outubro de 2011,22 de novembro de 2013
Fracture,Tiro em terceira pessoa,Wargaming Chicago-Baltimore,LucasArts,7 de outubro de 2008,10 de outubro de 2008,30 de outubro de 2008,22 de novembro de 2013
Front Mission Evolved,"Combate veicular, Tiro em terceira pessoa",Double Helix Games,Square Enix,28 de setembro de 2010,8 de outubro de 2010,16 de setembro de 2010,22 de novembro de 2013
Frontlines: Fuel of War,"Tiro em primeira pessoa, Ação",Kaos Studios,THQ,25 de fevereiro de 2008,29 de fevereiro de 2008,24 de abril de 2008,22 de novembro de 2013
Fuel,"Corrida, Mundo aberto",Asobo Studio,Codemasters,2 de junho de 2009,12 de junho de 2009,Não lançado,22 de novembro de 2013
Full Auto,Combate veicular,Pseudo Interactive,Sega,14 de fevereiro de 2006,10 de fevereiro de 2006,28 de setembro de 2006,22 de novembro de 2013
Big League Sports,Esportes,Koolhaus Games,Activision,8 de novembro de 2011,11 de novembro de 2011,TBA,TBA
Fuse,Ação,Insomniac Games,Electronic Arts,28 de maio de 2013,31 de maio de 2013,Não lançado,22 de novembro de 2013
Fuzion Frenzy 2,Jogo em grupo,Hudson Soft,Microsoft Game Studios,30 de janeiro de 2007,16 de fevereiro de 2007,8 de fevereiro de 2007,22 de novembro de 2013
G.I. Joe: The Rise of Cobra,Ação,Double Helix Games,Electronic Arts,4 de agosto de 2009,7 de agosto de 2009,Não lançado,22 de novembro de 2013
Gal*Gun,Shoot 'em up,Inti Creates,Alchemist,Não lançado,Não lançado,27 de janeiro de 2011,22 de novembro de 2013
Game of Thrones,RPG de ação,Cyanide Studios,Atlus,15 de maio de 2012,8 de junho de 2012,Não lançado,22 de novembro de 2013
Game of Thrones,Aventura gráfica,Telltale Games,Telltale Games,3 de dezembro de 2014,3 de fevereiro de 2014,Não lançado,22 de novembro de 2013
Gears of War,Tiro em terceira pessoa,Epic Games,Microsoft Game Studios,7 de novembro de 2006,17 de novembro de 2006,18 de janeiro de 2007,22 de novembro de 2013
Gears of War 2,Tiro em terceira pessoa,Epic Games,Microsoft Game Studios,7 de novembro de 2008,7 de novembro de 2008,30 de julho de 2009,22 de novembro de 2013
Gears of War 3,Tiro em terceira pessoa,Epic Games,Microsoft Studios,20 de setembro de 2011,20 de setembro de 2011,22 de setembro de 2011,22 de novembro de 2013
Gears of War: Judgment,Tiro em terceira pessoa,People Can Fly,Microsoft Studios,19 de março de 2013,22 de março de 2013,21 de março de 2013,22 de novembro de 2013
Generator Rex: Agent of Providence,Ação & Aventura,Activision,Activision,1 de novembro de 2011,4 de novembro de 2011,Não lançado,22 de novembro de 2013
G-Force,"Ação, Plataforma",Eurocom,Disney Interactive Studios,21 de julho de 2009,21 de julho de 2009,Não lançado,22 de novembro de 2013
Ghostbusters: The Video Game,"Ação & Aventura, Tiro em terceira pessoa","Terminal Reality, Threewave Software",Atari,16 de junho de 2009,19 de junho de 2009,Não lançado,22 de novembro de 2013
Ginga Force,Shoot 'em up,Qute,Qute,Não lançado,Não lançado,30 de agosto de 2012,22 de novembro de 2013
Golden Axe: Beast Rider,Hack and slash,Secret Level,Sega,14 de outubro de 2008,17 de outubro de 2007,Não lançado,22 de novembro de 2013
GoldenEye 007: Reloaded,Tiro em primeira pessoa,Eurocom,Activision,1 de novembro de 2011,4 de novembro de 2011,Não lançado,22 de novembro de 2013
Grand Slam Tennis 2,Esportes,EA Canada,EA Sports,12 de fevereiro de 2012,10 de fevereiro de 2012,Não lançado,22 de novembro de 2013
Grand Theft Auto IV[nota 23],"Ação & Aventura, Mundo aberto",Rockstar North,"Rockstar Games, CapcomJP",29 de abril de 2008,29 de abril de 2008,30 de outubro de 2008,22 de novembro de 2013
Grand Theft Auto V,"Ação & Aventura, Mundo aberto",Rockstar North,Rockstar Games,17 de setembro de 2013,17 de setembro de 2013,17 de setembro de 2013,22 de novembro de 2013
Grand Theft Auto: Episodes from Liberty City[nota 24],"Ação & Aventura, Mundo aberto, Compilação",Rockstar North,Rockstar Games,29 de outubro de 2009,29 de outubro de 2009,Não lançado,22 de novembro de 2013
Grand Theft Auto: San Andreas,"Ação & Aventura, Mundo aberto",Rockstar North,Rockstar Games,30 de junho de 2015,17 de julho de 2015,17 de julho de 2015,22 de novembro de 2013
Gray Matter,Aventura,Wizarbox,DTP Entertainment,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
Green Day: Rock Band,Música,Harmonix,MTV Games,8 de junho de 2010,11 de junho de 2010,Não lançado,22 de novembro de 2013
Green Lantern: Rise of the Manhunters,Ação,Double Helix Games,Warner Bros. Interactive Entertainment,7 de junho de 2011,10 de junho de 2011,Não lançado,22 de novembro de 2013
Greg Hastings Paintball 2,Tiro em primeira pessoa,Majesco Entertainment,Activision,14 de setembro de 2010,14 de setembro de 2010,Não lançado,22 de novembro de 2013
Grid 2,Corrida,Codemasters Southam,Codemasters,28 de maio de 2013,31 de maio de 2013,25 de julho de 2013,22 de novembro de 2013
Grid Autosport,Corrida,Codemasters Southam,Codemasters,24 de junho de 2014,27 de junho de 2014,24 de junho de 2014,22 de novembro de 2013
Guilty Gear 2: Overture,"Ação & Aventura, RTS",Arc System Works,505 Games,7 de outubro de 2008,25 de setembro de 2009,29 de novembro de 2007,22 de novembro de 2013
Guitar Hero 5,Música,Neversoft,Activision,1 de setembro de 2009,11 de setembro de 2009,Não lançado,22 de novembro de 2013
Guitar Hero II,Música,Harmonix,"RedOctane, Activision",3 de abril de 2007,6 de abril de 2007,Não lançado,22 de novembro de 2013
Guitar Hero III: Legends of Rock,Música,Neversoft,Activision,28 de outubro de 2007,23 de novembro de 2007,19 de junho de 2008,22 de novembro de 2013
Guitar Hero Live,Música,Ubisoft Leamington,Activision,20 de outubro de 2015,23 de outubro de 2015,Não lançado,22 de novembro de 2013
Guitar Hero Smash Hits,Música,Neversoft,Activision,16 de junho de 2009,26 de junho de 2009,Não lançado,22 de novembro de 2013
Guitar Hero World Tour,Música,Neversoft,Activision,26 de outubro de 2008,7 de novembro de 2008,Não lançado,22 de novembro de 2013
Guitar Hero: Aerosmith,Música,Neversoft,Activision,29 de junho de 2008,27 de junho de 2008,Não lançado,22 de novembro de 2013
Guitar Hero: Metallica,Música,Neversoft,Activision,29 de março de 2009,29 de maio de 2009,Não lançado,22 de novembro de 2013
Guitar Hero: Van Halen,Música,Neversoft,Activision,22 de dezembro de 2009,19 de fevereiro de 2010,Não lançado,22 de novembro de 2013
Guitar Hero: Warriors of Rock,Música,Neversoft,Activision,28 de setembro de 2010,24 de setembro de 2010,Não lançado,22 de novembro de 2013
Gun,Ação & Aventura,Neversoft,Activision,22 de novembro de 2005[1],2 de dezembro de 2005,Não lançado,Não lançado
Hail to the Chimp,Jogo em grupo,Wideload Games,Gamecock Media Group,24 de junho de 2008,19 de junho de 2009,Não lançado,22 de novembro de 2013
Halo 3,Tiro em primeira pessoa,Bungie,Microsoft Studios,25 de setembro de 2007,26 de setembro de 2007,27 de setembro de 2007,22 de novembro de 2013
Halo 3: ODST,Tiro em primeira pessoa,Bungie,Microsoft Studios,22 de setembro de 2009,22 de setembro de 2009,24 de setembro de 2009,22 de novembro de 2013
Halo 4,Tiro em primeira pessoa,343 Industries,Microsoft Studios,6 de novembro de 2012,6 de novembro de 2012,6 de novembro de 2012,22 de novembro de 2013
Halo Wars,RTS,Ensemble Studios,Microsoft Studios,3 de março de 2009,27 de fevereiro de 2009,26 de fevereiro de 2009,22 de novembro de 2013
Halo: Combat Evolved Anniversary,Tiro em primeira pessoa,343 Industries,Microsoft Studios,15 de novembro de 2011,15 de novembro de 2011,15 de novembro de 2011,22 de novembro de 2013
Halo: Reach,Tiro em primeira pessoa,Bungie,Microsoft Game Studios,14 de setembro de 2010,14 de setembro de 2010,15 de setembro de 2010,22 de novembro de 2013
Hannah Montana: The Movie,"Aventura, Música",n-Space,Disney Interactive Studios,7 de abril de 2009,1 de maio de 2009,Não lançado,22 de novembro de 2013
Happy Feet Two: The Video Game,"Aventura, Música",KMM Games,Warner Bros. Interactive Entertainment,8 de novembro de 2011,25 de novembro de 2011,Não lançado,22 de novembro de 2013
Harry Potter and the Deathly Hallows: Part I,Tiro em terceira pessoa,EA Bright Light,Electronic Arts,16 de novembro de 2010,19 de novembro de 2010,Não lançado,22 de novembro de 2013
Harry Potter and the Deathly Hallows: Part II,Tiro em terceira pessoa,EA Bright Light,Electronic Arts,12 de julho de 2011,15 de julho de 2011,Não lançado,22 de novembro de 2013
Harry Potter and the Half-Blood Prince,Tiro em terceira pessoa,EA Bright Light,Electronic Arts,30 de junho de 2009,3 de julho de 2009,Não lançado,22 de novembro de 2013
Harry Potter and the Order of the Phoenix,Ação & Aventura,EA Bright Light,Electronic Arts,25 de junho de 2007,29 de junho de 2007,22 de novembro de 2007,22 de novembro de 2013
Hasbro Family Game Night,Jogo de tabuleiro,EA Bright Light,Electronic Arts,10 de novembro de 2009,13 de novembro de 2009,Não lançado,22 de novembro de 2013
Hasbro Family Game Night 3,Jogo de tabuleiro,EA Bright Light,Electronic Arts,25 de outubro de 2010,5 de novembro de 2010,Não lançado,22 de novembro de 2013
Hasbro Family Game Night 4: The Game Show,Jogo de tabuleiro,EA Salt Lake,Electronic Arts,1 de novembro de 2011,4 de novembro de 2010,Não lançado,22 de novembro de 2013
Hasbro Family Game Night Fun Pack,Jogo de tabuleiro,EA Bright Light,Electronic Arts,1 de novembro de 2011,1 de novembro de 2011,Não lançado,22 de novembro de 2013
Hellboy: The Science of Evil,Ação,Krome Studios,Konami,24 de junho de 2008,29 de agosto de 2008,Não lançado,22 de novembro de 2013
Heroes Over Europe,Simulador de combate aéreo,Transmission Games,Ubisoft,15 de setembro de 2009,18 de setembro de 2009,Não lançado,22 de novembro de 2013
High School Musical 3: Senior Year DANCE!,Música,Page 44 Studios,Disney Interactive Studios,28 de outubro de 2008,7 de novembro de 2008,Não lançado,22 de novembro de 2013
The History Channel: Great Battles Medieval,Tiro em primeira pessoa,Slitherine Software,Slitherine Software,6 de maio de 2011,6 de maio de 2011,Não lançado,22 de novembro de 2013
History – Civil War: Secret Missions,"Tiro em primeira pessoa, Stealth",Cauldron,Activision Value,4 de novembro de 2008,4 de novembro de 2008,Não lançado,22 de novembro de 2013
Hitman HD Trilogy,Stealth,IO Interactive,Square Enix,29 de janeiro de 2013,1 de fevereiro de 2013,31 de janeiro de 2013,22 de novembro de 2013
Hitman: Absolution,Stealth,IO Interactive,Square Enix,20 de novembro de 2012,20 de novembro de 2012,20 de novembro de 2012,22 de novembro de 2013
Hitman: Blood Money,"Stealth, Tiro em terceira pessoa, Tiro em primeira pessoa",IO Interactive,Eidos Interactive,30 de maio de 2006,26 de maio de 2006,9 de junho de 2006,22 de novembro de 2013
Homefront,Tiro em primeira pessoa,Kaos Studios,THQ,22 de fevereiro de 2011,22 de fevereiro de 2011,22 de fevereiro de 2011,22 de novembro de 2013
Hot Wheels World's Best Driver,"Corrida, Combate veicular",Firebrand Games,Warner Brothers Interactive,17 de setembro de 2013,17 de setembro de 2013,Não lançado,22 de novembro de 2013
Hot Wheels: Beat That!,"Corrida, Combate veicular",Eutechnyx,Activision,25 de setembro de 2007,7 de dezembro de 2007,Não lançado,22 de novembro de 2013
